0815-10,Hero,EN,JA,,
nomad_female_assassin_costume_cute,Scarlett C3,"・Deals 220% damage to the target and minor damage to nearby enemies.
・The target and nearby enemies get -24% attack for 6 turns.","・ターゲットに220%ダメージ、近くにいる敵に小ダメージを与える。
・6ターンの間、ターゲットと近くにいる敵の攻撃力が-24%になる。",,
blackguard_commander_costume_cute,Tiburtus C3,"・Deals 325% damage to the target and minor damage to nearby enemies.
・The target and nearby enemies get -24% defense for 6 turns.","・ターゲットに325%ダメージ、近くにいる敵に小ダメージを与える。
・6ターンの間、ターゲットと近くにいる敵の防御力が-24%になる。",,
dwarven_guard_costume_cute,Boril C3,"・NO_TEMPLATE_FOR_SEARCH_FAILED_FOR_status_effect_amplifier_against_blue_TYPE_statuseffectamplifieragainstelement
・The caster and nearby allies counterattack with 85% of the damage received for 5 turns.","・NO_TEMPLATE_FOR_SEARCH_FAILED_FOR_status_effect_amplifier_against_blue_TYPE_statuseffectamplifieragainstelement
・5ターンの間、術者と近くにいる仲間が受けたダメージの85%で反撃する。",,
undead_female_warrior_costume_cute,Sabina C3,"・Recovers 45% health for all allies.
・NO_TEMPLATE_FOR_SEARCH_FAILED_FOR_status_effect_amplifier_against_purple_TYPE_statuseffectamplifieragainstelement
・All allies get 34% defense for 3 turns.","・仲間全員のライフを45%回復する。
・NO_TEMPLATE_FOR_SEARCH_FAILED_FOR_status_effect_amplifier_against_purple_TYPE_statuseffectamplifieragainstelement
・3ターンの間、仲間全員の防御力が34%になる。",,
oriental_female_guard_costume_cute,Dawa C2,・Deals 240% damage to the target and minor damage to nearby enemies.,・ターゲットに240%ダメージ、近くにいる敵に小ダメージを与える。,,
undead_horned_skeleton_costume_cute,Oberon C2,"・Deals 151% damage to all enemies.
・All enemies receive 76 Poison damage over 4 turns.","・敵全員に151%のダメージを与える。
・4ターンの間、敵全員に76の毒ダメージを与える。",,
royal_knight_costume_cute,Gunnar C2,"・NO_TEMPLATE_FOR_SEARCH_FAILED_FOR_status_effect_amplifier_against_blue_TYPE_statuseffectamplifieragainstelement
・All allies become [#!]Soul Connected[#] for 5 turns. Soul Connected allies share received damage.
・All allies get 51% defense for 5 turns.","・NO_TEMPLATE_FOR_SEARCH_FAILED_FOR_status_effect_amplifier_against_blue_TYPE_statuseffectamplifieragainstelement
・5ターンの間、仲間全員に[#!]ソウル・コネクト[#]が発動する。ソウル・コネクトによって魂が繋がった仲間同士は被ダメージを共有する。
・5ターンの間、仲間全員の防御力が51%になる。",,
blackguard_skulker_costume_cute,Renfeld C2,・Deals 245% damage to the target.,・ターゲットに245%のダメージを与える。,,
undead_running_skeleton_costume_cute,Tyrum C2,・Deals 315% damage to the target.,・ターゲットに315%のダメージを与える。,,
s5_cleopatra_costume_feline,Cleopatra C,"・Recovers 60% health for all allies.
・All allies are immune to new status ailments for 3 turns. This effect can't be dispelled.","・仲間全員のライフを60%回復する。
・3ターンに渡って、仲間全員が新たなステータス異常を無効化する。この効果は解除できない。",,
s5_tetisheri_costume_molten,Tetisheri C,"・Deals 530% damage to the target and minor damage to nearby enemies.
・The target gets -44% defense for 3 turns. This effect can't be cleansed.
・If the caster is defeated in the next 3 turns, all enemies' mana is reduced by 530%.","・ターゲットに530%ダメージ、近くにいる敵に小ダメージを与える。
・3ターンの間、ターゲットの防御力が-44%になる。この効果は浄化できない。
・術者が次の3ターン以内に倒された場合、敵全員のマナが530%になる。",,
s5_meresankh_costume_disco,Meresankh C,"・Deals 180% damage to all enemies.
・The more mana the enemies have, the more damage they will receive, up to +120%.
・Reduces the mana of all enemies by -15%.
・All enemies get -10% mana generation for 3 turns.","・敵全員に180%のダメージを与える。
・敵が所有するマナが多いほど、与えるダメージが増加する。最大で+120%になる。
・敵全員のマナが-15%減少する。
・3ターンの間、敵全員のマナ生成が-10%になる。",,
s5_sobek_costume_guardian,Sobek C,"・Deals 280% damage to all enemies.
・The attack has a +100% chance to bypass defensive buffs.
・This includes counterattacks.
・All enemies receive 528 Bleed damage over 4 turns.","・敵全員に280%のダメージを与える。
・攻撃時に+100%の確率で、敵の防御バフを無効化する。
・対象には「反撃」も含まれる。
・4ターンの間、敵全員に528出血ダメージを与える。",,
s5_bastet_costume_forest,Bastet C,"・Deals 210% damage to all enemies.
・All allies get 31% chance to dodge Special Skills for 3 turns.
[*]Each dodge gives all allies [#!]31%[#] mana generation for 3 turns.","・敵全員に210%のダメージを与える。
・3ターンの間、仲間全員が31%の確率で特殊スキルを回避する。
[*]回避が成功するたびに、 3ターンの間、仲間全員のマナ生成が[#!]31%[#]になる。",,
s5_azmia_costume_dancing,Azmia C,"・Recovers 10% health for all allies.
・The caster and nearby allies counterattack with 96% of the damage received for 4 turns. The damage of the counterattack increases by +96% with each counterattack, maxing out at 96%.","・仲間全員のライフを10%回復する。
・4ターンの間、術者と近くにいる仲間が受けたダメージの96%で敵に反撃する。反撃によって与えるダメージは、反撃するたびに+96%になる（最大96%）。",,
s5_ahhotep_costume_champion,Ahhotep C,"・Deals 370% damage to the target and minor damage to nearby enemies.
・If the caster is defeated in the next 3 turns, all enemies' mana is reduced by 370%.","・ターゲットに370%ダメージ、近くにいる敵に小ダメージを与える。
・術者が次の3ターン以内に倒された場合、敵全員のマナが370%になる。",,
s5_aqeela_costume_sorcerer,Aqeela C,"・Deals 145% damage to the target and nearby enemies.
・The caster and nearby allies get 31% chance to dodge Special Skills for 3 turns. Each dodge gives 31% defense [#!]stack (Max: 10)[#].","・ターゲットと近くにいる敵に145%のダメージを与える。
・3ターンの間、術者と近くにいる仲間が31%の確率で特殊スキルを回避する。回避が成功するたびに防御力が31%になる。この効果は[#!]累積する（最大：10）：[#]。",,
s5_eset_costume_goldensun,Eset C,"・Deals 260% damage to +260 other random enemies.
・This effect targets the same enemy as the first hit if there are no other valid targets.
・Alters the power of all [##elementblue]Ice[#] shields on the board. When an attacking Hero casts the special, the shields become enhanced and give {MODIFIERATTACKER}% more mana. When a defending Hero casts the special, the shields become weakened and give {MODIFIERDEFENDER}% less mana.","・他のランダムな敵+260体に260%のダメージを与える。
・有効な他のターゲットがいない場合、最初の攻撃を受けた敵をもう一度攻撃する。
・ボード上にあるすべての[##elementblue]氷属性[#]の盾を変容する。攻撃側の英雄が特殊スキルを使用すると、盾が強化され、マナが{MODIFIERATTACKER}%になる。防衛側の英雄が特殊スキルを使用すると、盾が弱体化され、マナが{MODIFIERDEFENDER}%になる。",,
s5_el_naddaha_costume_sea,El Naddaha C,"・Deals 295% damage to the target and nearby enemies.
・The target and nearby enemies are immune to new status effect buffs for 3 turns.","・ターゲットと近くにいる敵に295%のダメージを与える。
・3ターンの間、ターゲットと近くにいる敵に新しく追加されるステータス効果を付与するバフを無効化する。",,
s5_sneferu_costume_vanquisher,Sneferu C,"・The attack chains through all the enemies who are adjacent to any hit enemy.
・All enemies are immune to new status effect buffs for 5 turns.","・この攻撃は、攻撃した敵のすぐ隣にいる敵全員に連鎖する。
・5ターンの間、敵に新しく追加されるステータス効果を付与するバフを無効化する。",,
s5_set_costume_tyrant,Set C,"・All enemies receive 1136 Poison damage over 4 turns.
・If the caster is defeated in the next 4 turns, all allies get -100% mana.","・4ターンの間、敵全員に1136の毒ダメージを与える。
・術者が次の4ターン以内に倒された場合、仲間全員のマナが-100%になる。",,
s5_khonshu_costume_knight,Khonshu C,"・Deals 450% damage to the target.
・If the target is defeated by the attack, all allies get +45% mana generation for +45 turns.","・ターゲットに450%のダメージを与える。
・攻撃によってターゲットを倒した場合、+45ターンの間、仲間全員のマナ生成が+45%になる。",,
s5_papyros_costume_colossus,Papyros C,・All allies get 40% defense for 3 turns.,・3ターンの間、仲間全員の防御力が40%になる。,,
s5_khafre_costume_aquatic,Khufu C,"・The attack chains through all the enemies who are adjacent to any hit enemy.
・The target gets 66% defense against [##elementred]Fire[#], and a further 66% decrease every time they are hit during 5 turns, down to 66% defense.","・この攻撃は、攻撃した敵のすぐ隣にいる敵全員に連鎖する。
・ターゲットの[##elementred]炎属性[#]に対する防御力が66%になる。5ターンの間、敵の防御力は攻撃を受けるたびに、さらに66%減少する。最大66%まで。",,
s5_khepri_costume_overlord,Khepri C,・Deals 265% damage to the target and nearby enemies.,・ターゲットと近くにいる敵に265%のダメージを与える。,,
s5_junaid_costume_champion,Junaid C,・Deals 370% damage to the target.,・ターゲットに370%のダメージを与える。,,
s5_ptolemy_costume_log,Ptolemy C,"・Recovers 35% health for all allies.
・The caster and nearby allies are immune to new status ailments for 3 turns.","・仲間全員のライフを35%回復する。
・3ターンの間、術者と近くにいる仲間が新しいステータス異常を無効化する。",,
s5_rekhetre_costume_artist,Rekhetre C,"・All allies regenerate 1 HP over 3 turns.
・The caster gets 174% defense against [##elementpurple]Dark[#], and a further 174% increase every time they are hit during 3 turns, up to 174% defense.","・3ターンに渡って、仲間全員のHPが1回復する。
・3ターンの間、[##elementpurple]闇属性[#]に対する術者の防御力が174%になる。さらに、攻撃を受けるたびに174%ずつ増加する。最大174%まで。",,
